label	ID	parent_term
level of sorting nexin-15 in blood	OBA_2050915	blood protein amount (OBA_VT0005416)
level of sorting nexin-15 in blood serum	OBA_2043585	serum protein amount (OBA_2050071)
level of sorting nexin-15 in blood serum	OBA_2043585	level of sorting nexin-15 in blood (OBA_2050915)
level of sorting nexin-16 (human) in cerebrospinal fluid	OBA_2058215	protein amount (OBA_VT0010120)
level of sorting nexin-16 in blood serum	OBA_2043586	serum protein amount (OBA_2050071)
level of sorting nexin-17 (human) in cerebrospinal fluid	OBA_2058868	protein amount (OBA_VT0010120)
level of sorting nexin-17 in blood serum	OBA_2043587	serum protein amount (OBA_2050071)
level of sorting nexin-18 in blood	OBA_2051753	blood protein amount (OBA_VT0005416)
level of sorting nexin-2 in blood	OBA_2051754	blood protein amount (OBA_VT0005416)
level of sorting nexin-27 (human) in cerebrospinal fluid	OBA_2080466	protein amount (OBA_VT0010120)
level of sorting nexin-27 in blood serum	OBA_2043588	serum protein amount (OBA_2050071)
level of sorting nexin-3 (human) in cerebrospinal fluid	OBA_2056241	protein amount (OBA_VT0010120)
level of sorting nexin-3 in blood serum	OBA_2043589	serum protein amount (OBA_2050071)
level of sorting nexin-4 (human) in cerebrospinal fluid	OBA_2056479	protein amount (OBA_VT0010120)
level of sorting nexin-5 (human) in cerebrospinal fluid	OBA_2081859	protein amount (OBA_VT0010120)
level of sorting nexin-5 in blood	OBA_2050916	blood protein amount (OBA_VT0005416)
level of sorting nexin-5 in blood serum	OBA_2043590	serum protein amount (OBA_2050071)
level of sorting nexin-5 in blood serum	OBA_2043590	level of sorting nexin-5 in blood (OBA_2050916)
level of sorting nexin-7 (human) in cerebrospinal fluid	OBA_2081675	protein amount (OBA_VT0010120)
level of sorting nexin-8 (human) in cerebrospinal fluid	OBA_2081858	protein amount (OBA_VT0010120)
level of sorting nexin-8 in blood serum	OBA_2043591	serum protein amount (OBA_2050071)
level of sorting nexin-9 in blood	OBA_2051755	blood protein amount (OBA_VT0005416)
level of spartin (human) in cerebrospinal fluid	OBA_2059748	protein amount (OBA_VT0010120)
level of spartin in blood	OBA_2050921	blood protein amount (OBA_VT0005416)
level of spartin in blood serum	OBA_2043625	serum protein amount (OBA_2050071)
level of spartin in blood serum	OBA_2043625	level of spartin in blood (OBA_2050921)
level of spastin (human) in cerebrospinal fluid	OBA_2081444	protein amount (OBA_VT0010120)
level of specifically androgen-regulated gene protein (human) in cerebrospinal fluid	OBA_2080752	protein amount (OBA_VT0010120)
level of specifically androgen-regulated gene protein in blood	OBA_2050887	blood protein amount (OBA_VT0005416)
level of specifically androgen-regulated gene protein in blood serum	OBA_2043382	serum protein amount (OBA_2050071)
level of specifically androgen-regulated gene protein in blood serum	OBA_2043382	level of specifically androgen-regulated gene protein in blood (OBA_2050887)
level of speckle-type POZ protein (human) in cerebrospinal fluid	OBA_2056198	protein amount (OBA_VT0010120)
level of speckle-type POZ protein in blood serum	OBA_2043642	serum protein amount (OBA_2050071)
level of spectrin alpha chain, non-erythrocytic 1 (human) in cerebrospinal fluid	OBA_2058732	spectrin alpha chain, non-erythrocytic 1 amount (OBA_2050243)
level of spectrin beta chain, non-erythrocytic 2 in blood	OBA_2051764	blood protein amount (OBA_VT0005416)
level of speriolin-like protein (human) in cerebrospinal fluid	OBA_2080879	protein amount (OBA_VT0010120)
level of speriolin-like protein in blood serum	OBA_2044869	serum protein amount (OBA_2050071)
level of sperm acrosome membrane-associated protein 1 (human) in cerebrospinal fluid	OBA_2081081	protein amount (OBA_VT0010120)
level of sperm acrosome membrane-associated protein 1 in blood serum	OBA_2043607	serum protein amount (OBA_2050071)
level of sperm acrosome membrane-associated protein 3 (human) in cerebrospinal fluid	OBA_2059693	protein amount (OBA_VT0010120)
level of sperm acrosome membrane-associated protein 3 in blood serum	OBA_2043608	serum protein amount (OBA_2050071)
level of sperm acrosome-associated protein 5 (human) in cerebrospinal fluid	OBA_2080541	protein amount (OBA_VT0010120)
level of sperm acrosome-associated protein 5 in blood	OBA_2050920	blood protein amount (OBA_VT0005416)
level of sperm acrosome-associated protein 5 in blood serum	OBA_2043609	serum protein amount (OBA_2050071)
level of sperm acrosome-associated protein 5 in blood serum	OBA_2043609	level of sperm acrosome-associated protein 5 in blood (OBA_2050920)
level of sperm equatorial segment protein 1 in blood	OBA_2051759	blood protein amount (OBA_VT0005416)
level of sperm flagellar protein 1 (human) in cerebrospinal fluid	OBA_2081813	protein amount (OBA_VT0010120)
level of sperm flagellar protein 1 in blood serum	OBA_2043624	serum protein amount (OBA_2050071)
level of sperm protein associated with the nucleus on the X chromosome A (human) in cerebrospinal fluid	OBA_2081227	protein amount (OBA_VT0010120)
level of sperm protein associated with the nucleus on the X chromosome A in blood serum	OBA_2043614	serum protein amount (OBA_2050071)
level of sperm protein associated with the nucleus on the X chromosome N3 (human) in cerebrospinal fluid	OBA_2059170	protein amount (OBA_VT0010120)
level of sperm protein associated with the nucleus on the X chromosome N3 in blood serum	OBA_2043615	serum protein amount (OBA_2050071)
level of sperm protein associated with the nucleus on the X chromosome N4 (human) in cerebrospinal fluid	OBA_2059169	protein amount (OBA_VT0010120)
level of sperm protein associated with the nucleus on the X chromosome N4 in blood serum	OBA_2043616	serum protein amount (OBA_2050071)
level of sperm surface protein Sp17 (human) in cerebrospinal fluid	OBA_2058918	protein amount (OBA_VT0010120)
level of sperm surface protein Sp17 in blood serum	OBA_2043606	serum protein amount (OBA_2050071)
level of sperm-associated antigen 1 in blood	OBA_2051758	blood protein amount (OBA_VT0005416)
level of sperm-associated antigen 11A (human) in cerebrospinal fluid	OBA_2059348	protein amount (OBA_VT0010120)
level of sperm-associated antigen 11A in blood serum	OBA_2043610	serum protein amount (OBA_2050071)
level of sperm-associated antigen 11B (human) in cerebrospinal fluid	OBA_2058561	protein amount (OBA_VT0010120)
level of sperm-associated antigen 11B in blood serum	OBA_2043611	serum protein amount (OBA_2050071)
level of sperm-associated antigen 7 (human) in cerebrospinal fluid	OBA_2056351	protein amount (OBA_VT0010120)
level of sperm-associated antigen 7 in blood serum	OBA_2043613	serum protein amount (OBA_2050071)
level of spermatogenesis-associated protein 20 (human) in cerebrospinal fluid	OBA_2059971	protein amount (OBA_VT0010120)
level of spermatogenesis-associated protein 20 in blood serum	OBA_2043617	serum protein amount (OBA_2050071)
level of spermatogenesis-associated protein 22 (human) in cerebrospinal fluid	OBA_2059946	protein amount (OBA_VT0010120)
level of spermatogenesis-associated protein 22 in blood serum	OBA_2043618	serum protein amount (OBA_2050071)
level of spermatogenesis-associated protein 24 (human) in cerebrospinal fluid	OBA_2059600	protein amount (OBA_VT0010120)
level of spermatogenesis-associated protein 24 in blood serum	OBA_2044771	serum protein amount (OBA_2050071)
level of spermatogenesis-associated protein 31D4 (human) in blood serum	OBA_2044908	serum protein amount (OBA_2050071)
level of spermatogenesis-associated protein 31D4 (human) in cerebrospinal fluid	OBA_2059456	protein amount (OBA_VT0010120)
level of spermatogenesis-associated protein 33 (human) in cerebrospinal fluid	OBA_2080500	protein amount (OBA_VT0010120)
level of spermatogenesis-associated protein 33 in blood serum	OBA_2044810	serum protein amount (OBA_2050071)
level of spermatogenesis-associated protein 46 (human) in cerebrospinal fluid	OBA_2059185	protein amount (OBA_VT0010120)
level of spermatogenesis-associated protein 46 in blood serum	OBA_2044829	serum protein amount (OBA_2050071)
level of spermatogenesis-associated protein 9 (human) in cerebrospinal fluid	OBA_2080767	protein amount (OBA_VT0010120)
level of spermatogenesis-associated protein 9 in blood serum	OBA_2043620	serum protein amount (OBA_2050071)
level of spermidine synthase (human) in cerebrospinal fluid	OBA_2057314	protein amount (OBA_VT0010120)
level of spermidine synthase in blood serum	OBA_2043656	serum protein amount (OBA_2050071)
level of spermine synthase (human) in cerebrospinal fluid	OBA_2058084	protein amount (OBA_VT0010120)
level of spermine synthase in blood	OBA_2050911	blood protein amount (OBA_VT0005416)
level of spermine synthase in blood serum	OBA_2043560	serum protein amount (OBA_2050071)
level of spermine synthase in blood serum	OBA_2043560	level of spermine synthase in blood (OBA_2050911)
level of sphingomyelin	OBA_2040182	sphingolipid level (OBA_1000965)
level of sphingomyelin	OBA_2040182	phospholipid level (OBA_1001011)
level of sphingomyelin d18:1/18:1 in blood	OBA_2050380	level of sphingomyelin (OBA_2040182)
level of sphingomyelin d18:1/18:1 in blood	OBA_2050380	blood phosphate amount (OBA_VT0001565)
level of sphingomyelin in blood serum	OBA_2045034	level of sphingomyelin (OBA_2040182)
level of sphingomyelin in blood serum	OBA_2045034	blood phosphate amount (OBA_VT0001565)
level of sphingomyelin phosphodiesterase (human) in cerebrospinal fluid	OBA_2057253	protein amount (OBA_VT0010120)
level of sphingomyelin phosphodiesterase 3 in blood	OBA_2051751	blood protein amount (OBA_VT0005416)
level of sphingomyelin phosphodiesterase in blood	OBA_2050910	blood protein amount (OBA_VT0005416)
level of sphingomyelin phosphodiesterase in blood serum	OBA_2043558	serum protein amount (OBA_2050071)
level of sphingomyelin phosphodiesterase in blood serum	OBA_2043558	level of sphingomyelin phosphodiesterase in blood (OBA_2050910)
level of sphingosine kinase 1 (human) in cerebrospinal fluid	OBA_2081326	protein amount (OBA_VT0010120)
level of sphingosine kinase 2 (human) in cerebrospinal fluid	OBA_2081203	protein amount (OBA_VT0010120)
level of sphingosylphosphorylcholine receptor in blood serum	OBA_2040317	serum protein amount (OBA_2050071)
level of spindle and kinetochore-associated protein 1 in blood serum	OBA_2043518	serum protein amount (OBA_2050071)
level of spindlin-1 (human) in cerebrospinal fluid	OBA_2081874	protein amount (OBA_VT0010120)
level of spindlin-1 in blood serum	OBA_2043627	serum protein amount (OBA_2050071)
level of spindlin-3 (human) in cerebrospinal fluid	OBA_2059161	protein amount (OBA_VT0010120)
level of spindlin-3 in blood serum	OBA_2043628	serum protein amount (OBA_2050071)
level of spliceosome RNA helicase BAT1 in blood serum	OBA_2040779	serum protein amount (OBA_2050071)
level of spliceosome RNA helicase DDX39B (human) in cerebrospinal fluid	OBA_2058736	protein amount (OBA_VT0010120)
level of splicing factor 1 (human) in cerebrospinal fluid	OBA_2058929	protein amount (OBA_VT0010120)
level of splicing factor 1 in blood serum	OBA_2043472	serum protein amount (OBA_2050071)
level of splicing factor 3B subunit 4 (human) in cerebrospinal fluid	OBA_2058913	protein amount (OBA_VT0010120)
level of splicing factor 3B subunit 4 in blood serum	OBA_2043474	serum protein amount (OBA_2050071)
level of splicing factor 3B subunit 6 (human) in cerebrospinal fluid	OBA_2081782	protein amount (OBA_VT0010120)
level of splicing factor 3B subunit 6 in blood serum	OBA_2043473	serum protein amount (OBA_2050071)
level of splicing factor 4 in blood	OBA_2051727	blood protein amount (OBA_VT0005416)
level of splicing factor 45 (human) in cerebrospinal fluid	OBA_2080421	protein amount (OBA_VT0010120)
level of splicing factor 45 in blood serum	OBA_2043204	serum protein amount (OBA_2050071)
level of splicing factor ESS-2 homolog (human) in cerebrospinal fluid	OBA_2080333	protein amount (OBA_VT0010120)
level of splicing factor ESS-2 homolog in blood serum	OBA_2041290	serum protein amount (OBA_2050071)
level of splicing factor U2AF 65 kDa subunit (human) in cerebrospinal fluid	OBA_2057505	protein amount (OBA_VT0010120)
level of splicing factor U2AF 65 kDa subunit in blood serum	OBA_2043978	serum protein amount (OBA_2050071)
level of splicing factor YJU2 (human) in cerebrospinal fluid	OBA_2080757	protein amount (OBA_VT0010120)
level of splicing factor YJU2 in blood serum	OBA_2044265	serum protein amount (OBA_2050071)
level of spondin-1 (human) in cerebrospinal fluid	OBA_2081090	protein amount (OBA_VT0010120)
level of spondin-2 (human) in cerebrospinal fluid	OBA_2080720	protein amount (OBA_VT0010120)
level of spondin-2 in blood	OBA_2051113	blood protein amount (OBA_VT0005416)
level of spondin-2 in blood serum	OBA_2043641	serum protein amount (OBA_2050071)
level of spondin-2 in blood serum	OBA_2043641	level of spondin-2 in blood (OBA_2051113)
level of sprouty-related, EVH1 domain-containing protein 1 (human) in cerebrospinal fluid	OBA_2059526	protein amount (OBA_VT0010120)
level of sprouty-related, EVH1 domain-containing protein 1 in blood serum	OBA_2043644	serum protein amount (OBA_2050071)
level of sprouty-related, EVH1 domain-containing protein 2 in blood	OBA_2051760	blood protein amount (OBA_VT0005416)
level of stabilin-1 (human) in cerebrospinal fluid	OBA_2081321	protein amount (OBA_VT0010120)
level of stabilin-1 in blood serum	OBA_2043686	serum protein amount (OBA_2050071)
level of stabilin-2 (human) in cerebrospinal fluid	OBA_2080099	protein amount (OBA_VT0010120)
level of stanniocalcin-1 (human) in cerebrospinal fluid	OBA_2058091	protein amount (OBA_VT0010120)
level of stanniocalcin-2 (human) in cerebrospinal fluid	OBA_2056426	protein amount (OBA_VT0010120)
level of stanniocalcin-2 in blood serum	OBA_2043698	serum protein amount (OBA_2050071)
level of staphylococcal nuclease domain-containing protein 1 (human) in cerebrospinal fluid	OBA_2059477	protein amount (OBA_VT0010120)
level of staphylococcal nuclease domain-containing protein 1 in blood serum	OBA_2043568	serum protein amount (OBA_2050071)
level of statherin (human) in cerebrospinal fluid	OBA_2056704	protein amount (OBA_VT0010120)
